"Country or Area Code","Country or Area","Year","Value"
"COM","Comoros","1989","0"
"COM","Comoros","1988","0"
"COM","Comoros","1987","0"
"COM","Comoros","1986","0"
"COM","Comoros","1985","0"
"COM","Comoros","1984","0"
"COM","Comoros","1983","0"
"COM","Comoros","1982","0"
"COM","Comoros","1981","0"
"COM","Comoros","1980","0"
"COM","Comoros","1979","0"
"COM","Comoros","1978","0"
"COM","Comoros","1977","0"
"COM","Comoros","1976","0"
"COM","Comoros","1975","0"
"COM","Comoros","1970","0"
"COM","Comoros","1965","0"
"COM","Comoros","1960","0"
"COG","Congo","2008","1807000"
"COG","Congo","2007","1287631"
"COG","Congo","2006","917499"
"COG","Congo","2005","558192"
"COG","Congo","2004","383653"
"COG","Congo","2003","330000"
"COG","Congo","2002","221800"
"COG","Congo","2001","150000"
"COG","Congo","2000","70000"
"COG","Congo","1999","5000"
"COG","Congo","1998","3390"
"COG","Congo","1996","1000"
"COG","Congo","1995","0"
"COG","Congo","1994","0"
"COG","Congo","1993","0"
"COG","Congo","1992","0"
"COG","Congo","1991","0"
"COG","Congo","1990","0"
"COG","Congo","1989","0"
"COG","Congo","1988","0"
"COG","Congo","1987","0"
"COG","Congo","1986","0"
"COG","Congo","1985","0"
"COG","Congo","1984","0"
"COG","Congo","1983","0"
"COG","Congo","1982","0"
"COG","Congo","1981","0"
"COG","Congo","1980","0"
"COG","Congo","1979","0"
"COG","Congo","1978","0"
"COG","Congo","1977","0"
"COG","Congo","1976","0"
"COG","Congo","1975","0"
"COG","Congo","1970","0"
"COG","Congo","1965","0"
"COG","Congo","1960","0"
"ZAR","Congo (Democratic Republic of the)","2008","9262853"
"ZAR","Congo (Democratic Republic of the)","2007","6592000"
"ZAR","Congo (Democratic Republic of the)","2006","4415470"
"ZAR","Congo (Democratic Republic of the)","2005","2746094"
"ZAR","Congo (Democratic Republic of the)","2004","1990722"
"ZAR","Congo (Democratic Republic of the)","2003","1246225"
"ZAR","Congo (Democratic Republic of the)","2002","560000"
"ZAR","Congo (Democratic Republic of the)","2001","150000"
"ZAR","Congo (Democratic Republic of the)","2000","15000"
"ZAR","Congo (Democratic Republic of the)","1999","12000"
"ZAR","Congo (Democratic Republic of the)","1998","10000"
"ZAR","Congo (Democratic Republic of the)","1997","8900"
"ZAR","Congo (Democratic Republic of the)","1996","7200"
"ZAR","Congo (Democratic Republic of the)","1995","8500"
"ZAR","Congo (Democratic Republic of the)","1991","0"
"ZAR","Congo (Democratic Republic of the)","1990","0"
"ZAR","Congo (Democratic Republic of the)","1989","0"
"ZAR","Congo (Democratic Republic of the)","1988","0"
"ZAR","Congo (Democratic Republic of the)","1987","0"
"ZAR","Congo (Democratic Republic of the)","1986","0"
"ZAR","Congo (Democratic Republic of the)","1985","0"
"ZAR","Congo (Democratic Republic of the)","1984","0"
"ZAR","Congo (Democratic Republic of the)","1983","0"
"ZAR","Congo (Democratic Republic of the)","1982","0"
"ZAR","Congo (Democratic Republic of the)","1981","0"
"ZAR","Congo (Democratic Republic of the)","1980","0"
"ZAR","Congo (Democratic Republic of the)","1979","0"
"ZAR","Congo (Democratic Republic of the)","1978","0"
"ZAR","Congo (Democratic Republic of the)","1977","0"
"ZAR","Congo (Democratic Republic of the)","1976","0"
"ZAR","Congo (Democratic Republic of the)","1975","0"
"ZAR","Congo (Democratic Republic of the)","1970","0"
"ZAR","Congo (Democratic Republic of the)","1965","0"
"ZAR","Congo (Democratic Republic of the)","1960","0"
"CRI","Costa Rica","2008","1886570"
"CRI","Costa Rica","2007","1508219"
"CRI","Costa Rica","2006","1443717"
"CRI","Costa Rica","2005","1101305"
"CRI","Costa Rica","2004","923084"
"CRI","Costa Rica","2003","778299"
"CRI","Costa Rica","2002","502478"
"CRI","Costa Rica","2001","326944"
"CRI","Costa Rica","2000","211614"
"CRI","Costa Rica","1999","138178"
"CRI","Costa Rica","1998","108770"
"CRI","Costa Rica","1997","64387"
"CRI","Costa Rica","1996","46531"
"CRI","Costa Rica","1995","18750"
"CRI","Costa Rica","1994","6985"
"CRI","Costa Rica","1993","4533"
"CRI","Costa Rica","1992","3008"
"CRI","Costa Rica","1991","0"
"CRI","Costa Rica","1990","0"
"CRI","Costa Rica","1989","0"
"CRI","Costa Rica","1988","0"
"CRI","Costa Rica","1987","0"
"CRI","Costa Rica","1986","0"
"CRI","Costa Rica","1985","0"
"CRI","Costa Rica","1984","0"
"CRI","Costa Rica","1983","0"
"CRI","Costa Rica","1982","0"
"CRI","Costa Rica","1981","0"
"CRI","Costa Rica","1980","0"
"CRI","Costa Rica","1979","0"
"CRI","Costa Rica","1978","0"
"CRI","Costa Rica","1977","0"
"CRI","Costa Rica","1976","0"
"CRI","Costa Rica","1975","0"
"CRI","Costa Rica","1970","0"
"CRI","Costa Rica","1965","0"
"CRI","Costa Rica","1960","0"
"CIV","Cote d'Ivoire","2008","1.044904E+07"
"CIV","Cote d'Ivoire","2007","7467708"
"CIV","Cote d'Ivoire","2006","4065421"
"CIV","Cote d'Ivoire","2005","2349439"
"CIV","Cote d'Ivoire","2004","1674332"
"CIV","Cote d'Ivoire","2003","1280696"
"CIV","Cote d'Ivoire","2002","1027058"
"CIV","Cote d'Ivoire","2001","728545"
"CIV","Cote d'Ivoire","2000","472952"
"CIV","Cote d'Ivoire","1999","257134"
"CIV","Cote d'Ivoire","1998","91212"
"CIV","Cote d'Ivoire","1997","36000"
"CIV","Cote d'Ivoire","1996","13549"
"CIV","Cote d'Ivoire","1995","0"
"CIV","Cote d'Ivoire","1994","0"
"CIV","Cote d'Ivoire","1993","0"
"CIV","Cote d'Ivoire","1992","0"
"CIV","Cote d'Ivoire","1991","0"
"CIV","Cote d'Ivoire","1990","0"
"CIV","Cote d'Ivoire","1989","0"
"CIV","Cote d'Ivoire","1988","0"
"CIV","Cote d'Ivoire","1987","0"
"CIV","Cote d'Ivoire","1986","0"
"CIV","Cote d'Ivoire","1985","0"
"CIV","Cote d'Ivoire","1984","0"
"CIV","Cote d'Ivoire","1983","0"
"CIV","Cote d'Ivoire","1982","0"
"CIV","Cote d'Ivoire","1981","0"
"CIV","Cote d'Ivoire","1980","0"
"CIV","Cote d'Ivoire","1979","0"
"CIV","Cote d'Ivoire","1978","0"
"CIV","Cote d'Ivoire","1977","0"
"CIV","Cote d'Ivoire","1976","0"
"CIV","Cote d'Ivoire","1975","0"
"CIV","Cote d'Ivoire","1970","0"
"CIV","Cote d'Ivoire","1965","0"
"CIV","Cote d'Ivoire","1960","0"
"HRV","Croatia","2008","5924000"
"HRV","Croatia","2007","5034582"
"HRV","Croatia","2006","4395200"
"HRV","Croatia","2005","3649700"
"HRV","Croatia","2004","2835500"
"HRV","Croatia","2003","2537300"
"HRV","Croatia","2002","2340000"
"HRV","Croatia","2001","1755000"
"HRV","Croatia","2000","1033000"
"HRV","Croatia","1999","295000"
"HRV","Croatia","1998","182500"
"HRV","Croatia","1997","120420"
"HRV","Croatia","1996","64943"
"HRV","Croatia","1995","33688"
"HRV","Croatia","1994","21664"
"HRV","Croatia","1993","11382"
"HRV","Croatia","1992","6320"
"HRV","Croatia","1991","2019"
"HRV","Croatia","1990","240"
"HRV","Croatia","1989","0"
"HRV","Croatia","1988","0"
"HRV","Croatia","1987","0"
"HRV","Croatia","1986","0"
"HRV","Croatia","1985","0"
"HRV","Croatia","1984","0"
"HRV","Croatia","1983","0"
"HRV","Croatia","1982","0"
"HRV","Croatia","1981","0"
"HRV","Croatia","1980","0"
"HRV","Croatia","1979","0"
"HRV","Croatia","1978","0"
"HRV","Croatia","1977","0"
"HRV","Croatia","1976","0"
"HRV","Croatia","1975","0"
"HRV","Croatia","1970","0"
"HRV","Croatia","1965","0"
"HRV","Croatia","1960","0"
"CUB","Cuba","2008","331736"
"CUB","Cuba","2007","198252"
"CUB","Cuba","2006","152715"
"CUB","Cuba","2005","135534"
"CUB","Cuba","2004","75797"
"CUB","Cuba","2003","35356"
"CUB","Cuba","2002","17851"
"CUB","Cuba","2001","8579"
"CUB","Cuba","2000","6536"
"CUB","Cuba","1999","5136"
"CUB","Cuba","1998","4056"
"CUB","Cuba","1997","2994"
"CUB","Cuba","1996","2427"
"CUB","Cuba","1995","1939"
"CUB","Cuba","1994","1152"
"CUB","Cuba","1993","500"
"CUB","Cuba","1992","234"
"CUB","Cuba","1991","0"
"CUB","Cuba","1990","0"
"CUB","Cuba","1989","0"
"CUB","Cuba","1988","0"
"CUB","Cuba","1987","0"
"CUB","Cuba","1986","0"
"CUB","Cuba","1985","0"
"CUB","Cuba","1984","0"
"CUB","Cuba","1983","0"
"CUB","Cuba","1982","0"
"CUB","Cuba","1981","0"
"CUB","Cuba","1980","0"
"CUB","Cuba","1979","0"
"CUB","Cuba","1978","0"
"CUB","Cuba","1977","0"
"CUB","Cuba","1976","0"
"CUB","Cuba","1975","0"
"CUB","Cuba","1970","0"
"CUB","Cuba","1965","0"
"CUB","Cuba","1960","0"
"CYP","Cyprus","2008","1016739"
"CYP","Cyprus","2007","988312"
"CYP","Cyprus","2006","867785"
"CYP","Cyprus","2005","782503"
"CYP","Cyprus","2004","658234"
"CYP","Cyprus","2003","551752"
"CYP","Cyprus","2002","417933"
"CYP","Cyprus","2001","314355"
"CYP","Cyprus","2000","218324"
"CYP","Cyprus","1999","151649"
"CYP","Cyprus","1998","116429"
"CYP","Cyprus","1997","91968"
"CYP","Cyprus","1996","70781"
"CYP","Cyprus","1995","44453"
"CYP","Cyprus","1994","22938"
"CYP","Cyprus","1993","15288"
"CYP","Cyprus","1992","9739"
"CYP","Cyprus","1991","5131"
"CYP","Cyprus","1990","3156"
"CYP","Cyprus","1989","1348"
"CYP","Cyprus","1988","168"
"CYP","Cyprus","1987","0"
"CYP","Cyprus","1986","0"
"CYP","Cyprus","1985","0"
"CYP","Cyprus","1984","0"
"CYP","Cyprus","1983","0"
"CYP","Cyprus","1982","0"
"CYP","Cyprus","1981","0"
"CYP","Cyprus","1980","0"
"CYP","Cyprus","1979","0"
"CYP","Cyprus","1978","0"
"CYP","Cyprus","1977","0"
"CYP","Cyprus","1976","0"
"CYP","Cyprus","1975","0"
"CYP","Cyprus","1970","0"
"CYP","Cyprus","1965","0"
"CYP","Cyprus","1960","0"
"CZE","Czech Republic","2008","1.378017E+07"
"CZE","Czech Republic","2007","1.322863E+07"
"CZE","Czech Republic","2006","1.24062E+07"
"CZE","Czech Republic","2005","1.177588E+07"
"CZE","Czech Republic","2004","1.078257E+07"
"CZE","Czech Republic","2003","9708683"
"CZE","Czech Republic","2002","8610177"
"CZE","Czech Republic","2001","6947151"
"CZE","Czech Republic","2000","4346009"
"CZE","Czech Republic","1999","1944553"
"CZE","Czech Republic","1998","965476"
"CZE","Czech Republic","1997","526339"
"CZE","Czech Republic","1996","200315"
"CZE","Czech Republic","1995","48900"
"CZE","Czech Republic","1994","30429"
"CZE","Czech Republic","1993","14043"
"CZE","Czech Republic","1992","4651"
"CZE","Czech Republic","1991","1242"
"CZE","Czech Republic","1990","0"
"CZE","Czech Republic","1989","0"
"CZE","Czech Republic","1988","0"
"CZE","Czech Republic","1987","0"
"CZE","Czech Republic","1986","0"
"CZE","Czech Republic","1985","0"
"CZE","Czech Republic","1984","0"
"CZE","Czech Republic","1983","0"
"CZE","Czech Republic","1982","0"
"CZE","Czech Republic","1981","0"
"CZE","Czech Republic","1980","0"
"CZE","Czech Republic","1979","0"
"CZE","Czech Republic","1978","0"
"CZE","Czech Republic","1977","0"
"CZE","Czech Republic","1976","0"
"CZE","Czech Republic","1975","0"
"CZE","Czech Republic","1970","0"
"CZE","Czech Republic","1965","0"
"CZE","Czech Republic","1960","0"
"PRK","Dem. People's Rep. of Korea","2007","0"
"PRK","Dem. People's Rep. of Korea","2006","0"
"PRK","Dem. People's Rep. of Korea","2005","0"
"PRK","Dem. People's Rep. of Korea","2004","0"
"PRK","Dem. People's Rep. of Korea","2003","0"
"PRK","Dem. People's Rep. of Korea","2002","0"
"PRK","Dem. People's Rep. of Korea","2001","0"
"PRK","Dem. People's Rep. of Korea","2000","0"
"PRK","Dem. People's Rep. of Korea","1999","0"
"PRK","Dem. People's Rep. of Korea","1998","0"
"PRK","Dem. People's Rep. of Korea","1997","0"
"PRK","Dem. People's Rep. of Korea","1996","0"
"PRK","Dem. People's Rep. of Korea","1995","0"
"PRK","Dem. People's Rep. of Korea","1994","0"
"PRK","Dem. People's Rep. of Korea","1993","0"
"PRK","Dem. People's Rep. of Korea","1992","0"
"PRK","Dem. People's Rep. of Korea","1991","0"
"PRK","Dem. People's Rep. of Korea","1990","0"
"PRK","Dem. People's Rep. of Korea","1989","0"
"PRK","Dem. People's Rep. of Korea","1988","0"
"PRK","Dem. People's Rep. of Korea","1987","0"
"PRK","Dem. People's Rep. of Korea","1986","0"
"PRK","Dem. People's Rep. of Korea","1985","0"
"PRK","Dem. People's Rep. of Korea","1984","0"
"PRK","Dem. People's Rep. of Korea","1983","0"
"PRK","Dem. People's Rep. of Korea","1982","0"
"PRK","Dem. People's Rep. of Korea","1981","0"
"PRK","Dem. People's Rep. of Korea","1980","0"
"PRK","Dem. People's Rep. of Korea","1979","0"
"PRK","Dem. People's Rep. of Korea","1978","0"
"PRK","Dem. People's Rep. of Korea","1977","0"
"PRK","Dem. People's Rep. of Korea","1976","0"
"PRK","Dem. People's Rep. of Korea","1975","0"
"PRK","Dem. People's Rep. of Korea","1970","0"
"PRK","Dem. People's Rep. of Korea","1965","0"
"PRK","Dem. People's Rep. of Korea","1960","0"
"DNK","Denmark","2008","6550718"
"DNK","Denmark","2007","6310037"
"DNK","Denmark","2006","5828157"
"DNK","Denmark","2005","5449206"
"DNK","Denmark","2004","5166912"
"DNK","Denmark","2003","4767100"
"DNK","Denmark","2002","4477752"
"DNK","Denmark","2001","3960165"
"DNK","Denmark","2000","3363552"
"DNK","Denmark","1999","2628585"
"DNK","Denmark","1998","1931101"
"DNK","Denmark","1997","1444016"
"DNK","Denmark","1996","1316592"
"DNK","Denmark","1995","822264"
"DNK","Denmark","1994","503500"
"DNK","Denmark","1993","357589"
"DNK","Denmark","1992","211063"
"DNK","Denmark","1991","175943"
"DNK","Denmark","1990","148220"
"DNK","Denmark","1989","123792"
"DNK","Denmark","1988","101479"
"DNK","Denmark","1987","77432"
"DNK","Denmark","1986","57604"
"DNK","Denmark","1985","46100"
"DNK","Denmark","1984","30600"
"DNK","Denmark","1983","16100"
"DNK","Denmark","1982","7200"
"DNK","Denmark","1981","0"
"DNK","Denmark","1980","0"
"DNK","Denmark","1979","0"
"DNK","Denmark","1978","0"
"DNK","Denmark","1977","0"
"DNK","Denmark","1976","0"
"DNK","Denmark","1975","0"
"DNK","Denmark","1970","0"
"DNK","Denmark","1965","0"
"DNK","Denmark","1960","0"
"DJI","Djibouti","2005","44053"
"DJI","Djibouti","2004","34482"
"DJI","Djibouti","2003","23000"
"DJI","Djibouti","2002","15000"
"DJI","Djibouti","2001","3000"
"DJI","Djibouti","2000","230"
"DJI","Djibouti","1999","280"
"DJI","Djibouti","1998","220"
"DJI","Djibouti","1997","203"
"DJI","Djibouti","1996","110"
"DJI","Djibouti","1995","0"
"DJI","Djibouti","1994","0"
"DJI","Djibouti","1993","0"
"DJI","Djibouti","1992","0"
"DJI","Djibouti","1991","0"
"DJI","Djibouti","1990","0"
"DJI","Djibouti","1989","0"
"DJI","Djibouti","1988","0"
"DJI","Djibouti","1987","0"
"DJI","Djibouti","1986","0"
"DJI","Djibouti","1985","0"
"DJI","Djibouti","1984","0"
"DJI","Djibouti","1983","0"
"DJI","Djibouti","1982","0"
"DJI","Djibouti","1981","0"
"DJI","Djibouti","1980","0"
"DJI","Djibouti","1979","0"
"DJI","Djibouti","1978","0"
"DJI","Djibouti","1977","0"
"DJI","Djibouti","1976","0"
"DJI","Djibouti","1975","0"
"DJI","Djibouti","1970","0"
"DJI","Djibouti","1965","0"
"DJI","Djibouti","1960","0"
"DMA","Dominica","2004","41838"
"DMA","Dominica","2003","23786"
"DMA","Dominica","2002","12173"
"DMA","Dominica","2001","7710"
"DMA","Dominica","2000","1200"
"DMA","Dominica","1999","800"
"DMA","Dominica","1998","650"
"DMA","Dominica","1997","556"
"DMA","Dominica","1996","461"
"DMA","Dominica","1995","0"
"DMA","Dominica","1994","0"
"DMA","Dominica","1993","0"
"DMA","Dominica","1992","0"
"DMA","Dominica","1991","0"
"DMA","Dominica","1990","0"
"DMA","Dominica","1989","0"
"DMA","Dominica","1988","0"
"DMA","Dominica","1987","0"
"DMA","Dominica","1986","0"
"DMA","Dominica","1985","0"
"DMA","Dominica","1984","0"
"DMA","Dominica","1983","0"
"DMA","Dominica","1982","0"
"DMA","Dominica","1981","0"
"DMA","Dominica","1980","0"
"DMA","Dominica","1979","0"
"DMA","Dominica","1978","0"
"DMA","Dominica","1977","0"
"DMA","Dominica","1976","0"
"DMA","Dominica","1975","0"
"DMA","Dominica","1970","0"
"DMA","Dominica","1965","0"
"DMA","Dominica","1960","0"
"DOM","Dominican Rep.","2008","7210483"
"DOM","Dominican Rep.","2007","5512859"
"DOM","Dominican Rep.","2006","4605659"
"DOM","Dominican Rep.","2005","3623289"
"DOM","Dominican Rep.","2004","2534063"
"DOM","Dominican Rep.","2003","2091914"
"DOM","Dominican Rep.","2002","1700609"
"DOM","Dominican Rep.","2001","1270082"
"DOM","Dominican Rep.","2000","705431"
"DOM","Dominican Rep.","1999","424434"
"DOM","Dominican Rep.","1998","209384"
"DOM","Dominican Rep.","1997","141592"
"DOM","Dominican Rep.","1996","82547"
"DOM","Dominican Rep.","1995","55979"
"DOM","Dominican Rep.","1994","20990"
"DOM","Dominican Rep.","1993","10364"
"DOM","Dominican Rep.","1992","7190"
"DOM","Dominican Rep.","1991","5605"
"DOM","Dominican Rep.","1990","3166"
"DOM","Dominican Rep.","1986","0"
"DOM","Dominican Rep.","1985","0"
"DOM","Dominican Rep.","1984","0"
"DOM","Dominican Rep.","1983","0"
"DOM","Dominican Rep.","1982","0"
"DOM","Dominican Rep.","1981","0"
"DOM","Dominican Rep.","1980","0"
"DOM","Dominican Rep.","1979","0"
"DOM","Dominican Rep.","1978","0"
"DOM","Dominican Rep.","1977","0"
"DOM","Dominican Rep.","1976","0"
"DOM","Dominican Rep.","1975","0"
"DOM","Dominican Rep.","1970","0"
"DOM","Dominican Rep.","1965","0"
"DOM","Dominican Rep.","1960","0"
"ECU","Ecuador","2008","1.159508E+07"
"ECU","Ecuador","2007","9939977"
"ECU","Ecuador","2006","8485050"
"ECU","Ecuador","2005","6246332"
"ECU","Ecuador","2004","3544174"
"ECU","Ecuador","2003","2398161"
"ECU","Ecuador","2002","1560861"
"ECU","Ecuador","2001","859152"
"ECU","Ecuador","2000","482213"
"ECU","Ecuador","1999","383185"
"ECU","Ecuador","1998","242812"
"ECU","Ecuador","1997","126505"
"ECU","Ecuador","1996","59779"
"ECU","Ecuador","1995","54380"
"ECU","Ecuador","1994","18920"
"ECU","Ecuador","1993","0"
"ECU","Ecuador","1992","0"
"ECU","Ecuador","1991","0"
"ECU","Ecuador","1990","0"
"ECU","Ecuador","1989","0"
"ECU","Ecuador","1988","0"
"ECU","Ecuador","1987","0"
"ECU","Ecuador","1986","0"
"ECU","Ecuador","1985","0"
"ECU","Ecuador","1984","0"
"ECU","Ecuador","1983","0"
"ECU","Ecuador","1982","0"
"ECU","Ecuador","1981","0"
"ECU","Ecuador","1980","0"
"ECU","Ecuador","1979","0"
"ECU","Ecuador","1978","0"
"ECU","Ecuador","1977","0"
"ECU","Ecuador","1976","0"
"ECU","Ecuador","1975","0"
"ECU","Ecuador","1970","0"
"ECU","Ecuador","1965","0"
"ECU","Ecuador","1960","0"
"EGY","Egypt","2008","4.127247E+07"
"EGY","Egypt","2007","3.006524E+07"
"EGY","Egypt","2006","1.800111E+07"
"EGY","Egypt","2005","1.36296E+07"
"EGY","Egypt","2004","7643060"
"EGY","Egypt","2003","5797530"
"EGY","Egypt","2002","4494700"
"EGY","Egypt","2001","2793800"
"EGY","Egypt","2000","1359900"
"EGY","Egypt","1999","480974"
"EGY","Egypt","1998","90786"
"EGY","Egypt","1997","65378"
"EGY","Egypt","1996","7369"
"EGY","Egypt","1995","7368"
"EGY","Egypt","1994","7371"
"EGY","Egypt","1993","6877"
"EGY","Egypt","1992","4913"
"EGY","Egypt","1991","4500"
"EGY","Egypt","1990","4000"
"EGY","Egypt","1989","3619"
"EGY","Egypt","1988","3021"
"EGY","Egypt","1987","2627"
"EGY","Egypt","1986","0"
"EGY","Egypt","1985","0"
"EGY","Egypt","1984","0"
"EGY","Egypt","1983","0"
"EGY","Egypt","1982","0"
"EGY","Egypt","1981","0"
"EGY","Egypt","1980","0"
"EGY","Egypt","1979","0"
"EGY","Egypt","1978","0"
"EGY","Egypt","1977","0"
"EGY","Egypt","1976","0"
"EGY","Egypt","1975","0"
"EGY","Egypt","1970","0"
"EGY","Egypt","1965","0"
"EGY","Egypt","1960","0"
"SLV","El Salvador","2008","6950703"
"SLV","El Salvador","2007","6137381"
"SLV","El Salvador","2006","3851611"
"SLV","El Salvador","2005","2411753"
"SLV","El Salvador","2004","1832579"
"SLV","El Salvador","2003","1149790"
"SLV","El Salvador","2002","888818"
"SLV","El Salvador","2001","857782"
"SLV","El Salvador","2000","743628"
"SLV","El Salvador","1999","511365"
"SLV","El Salvador","1998","137114"
"SLV","El Salvador","1997","40163"
"SLV","El Salvador","1996","23270"
"SLV","El Salvador","1995","13475"
"SLV","El Salvador","1994","4868"
"SLV","El Salvador","1993","1632"
"SLV","El Salvador","1992","0"
"SLV","El Salvador","1991","0"
"SLV","El Salvador","1990","0"
"SLV","El Salvador","1989","0"
"SLV","El Salvador","1988","0"
"SLV","El Salvador","1987","0"
"SLV","El Salvador","1986","0"
"SLV","El Salvador","1985","0"
"SLV","El Salvador","1984","0"
"SLV","El Salvador","1983","0"
"SLV","El Salvador","1982","0"
"SLV","El Salvador","1981","0"
"SLV","El Salvador","1980","0"
"SLV","El Salvador","1979","0"
"SLV","El Salvador","1978","0"
"SLV","El Salvador","1977","0"
"SLV","El Salvador","1976","0"
"SLV","El Salvador","1975","0"
"SLV","El Salvador","1970","0"
"SLV","El Salvador","1965","0"
"SLV","El Salvador","1960","0"
"GNQ","Equatorial Guinea","2008","346000"
"GNQ","Equatorial Guinea","2007","220000"
"GNQ","Equatorial Guinea","2006","140000"
"GNQ","Equatorial Guinea","2005","96900"
"GNQ","Equatorial Guinea","2004","61900"
"GNQ","Equatorial Guinea","2003","41500"
"GNQ","Equatorial Guinea","2002","32000"
"GNQ","Equatorial Guinea","2001","15000"
"GNQ","Equatorial Guinea","2000","5000"
"GNQ","Equatorial Guinea","1999","600"
"GNQ","Equatorial Guinea","1998","297"
"GNQ","Equatorial Guinea","1997","300"
"GNQ","Equatorial Guinea","1996","61"
"GNQ","Equatorial Guinea","1995","0"
"GNQ","Equatorial Guinea","1994","0"
"GNQ","Equatorial Guinea","1993","0"
"GNQ","Equatorial Guinea","1992","0"
"GNQ","Equatorial Guinea","1991","0"
"GNQ","Equatorial Guinea","1990","0"
"GNQ","Equatorial Guinea","1989","0"
"GNQ","Equatorial Guinea","1988","0"
"GNQ","Equatorial Guinea","1987","0"
"GNQ","Equatorial Guinea","1986","0"
"GNQ","Equatorial Guinea","1985","0"
"GNQ","Equatorial Guinea","1984","0"
"GNQ","Equatorial Guinea","1983","0"
"GNQ","Equatorial Guinea","1982","0"
"GNQ","Equatorial Guinea","1981","0"
"GNQ","Equatorial Guinea","1980","0"
"GNQ","Equatorial Guinea","1979","0"
"GNQ","Equatorial Guinea","1978","0"
"GNQ","Equatorial Guinea","1977","0"
"GNQ","Equatorial Guinea","1976","0"
"GNQ","Equatorial Guinea","1975","0"
"GNQ","Equatorial Guinea","1970","0"
"GNQ","Equatorial Guinea","1965","0"
"GNQ","Equatorial Guinea","1960","0"
"ERI","Eritrea","2008","108631"
"ERI","Eritrea","2007","84348"
"ERI","Eritrea","2006","61996"
"ERI","Eritrea","2005","40438"
"ERI","Eritrea","2004","20000"
"ERI","Eritrea","2003","0"
"ERI","Eritrea","2002","0"
"ERI","Eritrea","2001","0"
"ERI","Eritrea","2000","0"
"ERI","Eritrea","1999","0"
"ERI","Eritrea","1998","0"
"ERI","Eritrea","1997","0"
"ERI","Eritrea","1996","0"
"ERI","Eritrea","1995","0"
"ERI","Eritrea","1994","0"
"ERI","Eritrea","1993","0"
"ERI","Eritrea","1992","0"
"ERI","Eritrea","1991","0"
"ERI","Eritrea","1990","0"
"ERI","Eritrea","1989","0"
"ERI","Eritrea","1988","0"
"ERI","Eritrea","1987","0"
"ERI","Eritrea","1986","0"
"ERI","Eritrea","1985","0"
"ERI","Eritrea","1984","0"
"ERI","Eritrea","1983","0"
"ERI","Eritrea","1982","0"
"ERI","Eritrea","1981","0"
"ERI","Eritrea","1980","0"
"ERI","Eritrea","1979","0"
"ERI","Eritrea","1978","0"
"ERI","Eritrea","1977","0"
"ERI","Eritrea","1976","0"
"ERI","Eritrea","1975","0"
"ERI","Eritrea","1970","0"
"ERI","Eritrea","1965","0"
"ERI","Eritrea","1960","0"
"EST","Estonia","2008","2524465"
"EST","Estonia","2007","1981849"
"EST","Estonia","2006","1658700"
"EST","Estonia","2005","1445300"
"EST","Estonia","2004","1255731"
"EST","Estonia","2003","1050241"
"EST","Estonia","2002","881000"
"EST","Estonia","2001","651200"
"EST","Estonia","2000","557000"
"EST","Estonia","1999","387000"
"EST","Estonia","1998","247000"
"EST","Estonia","1997","144200"
"EST","Estonia","1996","69500"
"EST","Estonia","1995","30452"
"EST","Estonia","1994","13774"
"EST","Estonia","1993","7224"
"EST","Estonia","1992","2498"
"EST","Estonia","1991","570"
"EST","Estonia","1990","0"
"EST","Estonia","1989","0"
"EST","Estonia","1988","0"
"EST","Estonia","1987","0"
"EST","Estonia","1986","0"
"EST","Estonia","1985","0"
"EST","Estonia","1984","0"
"EST","Estonia","1983","0"
"EST","Estonia","1982","0"
"EST","Estonia","1981","0"
"EST","Estonia","1980","0"
"EST","Estonia","1979","0"
"EST","Estonia","1978","0"
"EST","Estonia","1977","0"
"EST","Estonia","1976","0"
"EST","Estonia","1975","0"
"EST","Estonia","1970","0"
"EST","Estonia","1965","0"
"EST","Estonia","1960","0"
"ETH","Ethiopia","2008","3168271"
"ETH","Ethiopia","2007","1208498"
"ETH","Ethiopia","2006","866700"
"ETH","Ethiopia","2005","410630"
"ETH","Ethiopia","2004","155534"
"ETH","Ethiopia","2003","51324"
"ETH","Ethiopia","2002","50369"
"ETH","Ethiopia","2001","27500"
"ETH","Ethiopia","2000","17757"
"ETH","Ethiopia","1999","6740"
"ETH","Ethiopia","1998","0"
"ETH","Ethiopia","1997","0"
"ETH","Ethiopia","1996","0"
"ETH","Ethiopia","1995","0"
"ETH","Ethiopia","1994","0"
"ETH","Ethiopia","1993","0"
"ETH","Ethiopia","1992","0"
"ETH","Ethiopia","1991","0"
"ETH","Ethiopia","1990","0"
"ETH","Ethiopia","1989","0"
"ETH","Ethiopia","1988","0"
"ETH","Ethiopia","1987","0"
"ETH","Ethiopia","1986","0"
"ETH","Ethiopia","1985","0"
"ETH","Ethiopia","1984","0"
"ETH","Ethiopia","1983","0"
"ETH","Ethiopia","1982","0"
"ETH","Ethiopia","1981","0"
"ETH","Ethiopia","1980","0"
"ETH","Ethiopia","1979","0"
"ETH","Ethiopia","1978","0"
"ETH","Ethiopia","1977","0"
"ETH","Ethiopia","1976","0"
"ETH","Ethiopia","1975","0"
"ETH","Ethiopia","1970","0"
"ETH","Ethiopia","1965","0"
"ETH","Ethiopia","1960","0"
"FRO","Faroe Islands","2008","54860"
"FRO","Faroe Islands","2007","52169"
"FRO","Faroe Islands","2006","49965"
"FRO","Faroe Islands","2005","42032"
